molecule_id,SMILES_canonical,source,MW,MW,LogP,n_aromatic_rings,n_aromatic_rings,n_heteroatoms,n_heteroatoms,n_rotatable_bonds,n_rotatable_bonds,n_hbd,n_hba,tpsa,n_rings,n_atoms
MOL_003696,Nc1nc(N)c2c(n1)CN(c1ccccc1)C2,PubChem_filtered,227.27,227.27,1.16,2.0,2,5.0,5,1.0,1,2,5,81.06,3,17
MOL_003697,Nc1ncnc2c1CN(c1ccccc1)C2,PubChem_filtered,212.26,212.26,1.58,2.0,2,4.0,4,1.0,1,1,4,55.04,3,16
MOL_003698,Nc1nc(N)c2c(n1)CN(c1ccc(Cl)cc1)C2,PubChem_filtered,261.72,261.72,1.81,2.0,2,5.0,5,1.0,1,2,5,81.06,3,18
MOL_003699,Nc1ncnc2c1CN(c1ccc(Cl)cc1)C2,PubChem_filtered,246.7,246.7,2.23,2.0,2,4.0,4,1.0,1,1,4,55.04,3,17
MOL_003700,N#CC1(C(O)c2ccccc2)C=Cc2ccccc2N1C(=O)c1ccccc1,PubChem_filtered,366.42,366.42,4.36,3.0,3,4.0,4,3.0,3,1,3,64.33,4,28
MOL_003701,N#CC1(C(=O)c2ccccc2)C=Cc2ccccc2N1C(=O)c1ccccc1,PubChem_filtered,364.4,364.4,4.51,3.0,3,4.0,4,3.0,3,0,3,61.17,4,28
MOL_003702,Oc1c(CN2CCN(c3ccccc3)CC2)cc(Br)c2cccnc12,PubChem_filtered,398.3,398.3,4.03,3.0,3,4.0,4,3.0,3,1,4,39.6,4,25
MOL_003703,Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(N)(=O)=O)c2)c2c1C(=O)c1ccccc1C2=O,PubChem_filtered,473.49,473.49,1.68,3.0,3,12.0,12,4.0,4,4,8,186.72,4,32
MOL_003704,NC1=NC(c2ccc(Cl)cc2)N(c2ccc(S(=O)(=O)Nc3ncccn3)cc2)C(N)=N1,PubChem_filtered,456.92,456.92,2.08,3.0,3,11.0,11,5.0,5,3,9,151.95,4,31
MOL_003705,CCOC(=O)Nc1cc(N)c([N+](=O)[O-])c(NCC(O)CN(C)c2ccccc2)n1,PubChem_filtered,404.43,404.43,2.05,2.0,2,11.0,11,9.0,9,4,9,155.88,2,29
MOL_003706,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)c(Br)c1,PubChem_filtered,408.25,408.25,4.98,3.0,3,4.0,4,2.0,2,2,4,66.4,4,26
MOL_003707,O=C1c2ccccc2C(=O)c2c(Nc3ccc(Br)cc3)ccc(O)c21,PubChem_filtered,394.22,394.22,4.67,3.0,3,4.0,4,2.0,2,2,4,66.4,4,25
MOL_003708,Cc1c(CO)cc(Nc2ccc(Nc3cc(CO)c(C)c(CO)c3)c3c2C(=O)c2ccccc2C3=O)cc1CO,PubChem_filtered,538.6,538.6,4.54,4.0,4,8.0,8,8.0,8,6,8,139.12,5,40
MOL_003709,N#CC1=CC2CN(Cc3ccccc3)C1C1C(=O)N(c3ccccc3)C(=O)C21,PubChem_filtered,369.42,369.42,2.76,2.0,2,5.0,5,3.0,3,0,4,64.41,6,28
MOL_003710,COC(=O)c1ccc(N(C)CCC(=O)CNc2nc(N)nc(N)c2[N+](=O)[O-])cc1.O=C(O)C(F)(F)F,PubChem_filtered,517.42,517.42,1.48,2.0,2,14.0,14,9.0,9,4,12,216.9,2,36
MOL_003711,COC(=O)c1ccc(N(C)CCC(=O)CNc2nc(N)nc(N)c2[N+](=O)[O-])cc1,PubChem_filtered,403.4,403.4,0.84,2.0,2,12.0,12,9.0,9,3,11,179.6,2,29
MOL_003712,CCN(CC#N)c1ccc(Nc2cc(Cl)ccc2Cl)cc1,PubChem_filtered,320.22,320.22,5.09,2.0,2,3.0,3,5.0,5,1,3,39.06,2,21
MOL_003713,O=C1c2ccccc2C(=O)c2c1cccc2N1C(=O)C=CC1=O,PubChem_filtered,303.27,303.27,1.89,2.0,2,5.0,5,1.0,1,0,4,71.52,4,23
MOL_003714,CN(Cc1cnc(N)nc1N)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,PubChem_filtered,402.41,402.41,0.33,2.0,2,11.0,11,9.0,9,5,8,184.76,2,29
MOL_003715,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CC(=O)O)CC(=O)O)cc1,PubChem_filtered,454.45,454.45,0.27,3.0,3,13.0,13,9.0,9,5,10,210.54,3,33
MOL_003716,c1ccc2c(c1)ncc1cc3c(cc12)[nH]c1ccccc13,PubChem_filtered,268.32,268.32,5.02,5.0,5,2.0,2,0.0,0,1,1,28.68,5,21
MOL_003717,CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc(N(CCC#N)CCC#N)cc1,PubChem_filtered,383.46,383.46,4.13,2.0,2,6.0,6,7.0,7,0,5,83.49,3,29
MOL_003718,COC(=O)c1ccc(N(C)CC(CNc2nc(N)nc(N)c2[N+](=O)[O-])=NO)cc1,PubChem_filtered,404.39,404.39,0.71,2.0,2,13.0,13,8.0,8,4,12,195.12,2,29
MOL_003719,Cn1c(N)c(N=Cc2ccc(N(CCCl)CCCl)cc2)c(=O)n(C)c1=O,PubChem_filtered,398.29,398.29,1.7,2.0,2,7.0,7,7.0,7,1,5,85.62,2,26
MOL_003720,CN(C)c1ccc2[nH]c(=O)c3ccccc3c2c1,PubChem_filtered,238.29,238.29,2.75,3.0,3,3.0,3,1.0,1,1,2,36.1,3,18
MOL_003721,CCOC(=O)Nc1cc(NCC(CN(C)c2ccc(C(=O)OC)cc2)=NO)c([N+](=O)[O-])c(N)n1,PubChem_filtered,475.46,475.46,2.31,2.0,2,14.0,14,10.0,10,4,12,194.54,2,34
MOL_003722,CC(=O)Nc1ccc(Nc2ccc(NCCO)c3c2C(=O)c2c(O)ccc(O)c2C3=O)cc1,PubChem_filtered,447.45,447.45,2.98,3.0,3,9.0,9,6.0,6,6,8,147.99,4,33
MOL_003723,CC(=O)Nc1cc(Cl)c(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c(Cl)c1,PubChem_filtered,520.35,520.35,4.3,3.0,3,10.0,10,4.0,4,4,7,155.66,4,34
MOL_003724,CNc1ccc(Nc2ccc(S(=O)(=O)O)cc2)c2c1C(=O)c1ccccc1C2=O,PubChem_filtered,408.44,408.44,3.49,3.0,3,8.0,8,4.0,4,3,6,112.57,4,29
MOL_003725,Nc1ccc(-c2ccc(Nc3cc(S(=O)(=O)O)c(N)c4c3C(=O)c3ccccc3C4=O)cc2)c(S(=O)(=O)O)c1,PubChem_filtered,565.59,565.59,3.53,4.0,4,13.0,13,5.0,5,5,9,206.95,5,39
MOL_003726,CN(C)c1ccc(N=C(C#N)c2ccccc2)cc1,PubChem_filtered,249.32,249.32,3.4,2.0,2,3.0,3,3.0,3,0,3,39.39,2,19
MOL_003727,CN(C)c1ccc(N=C(C#N)c2ccc(Cl)cc2)cc1,PubChem_filtered,283.76,283.76,4.05,2.0,2,3.0,3,3.0,3,0,3,39.39,2,20
MOL_003728,COc1ccc(C(C#N)=Nc2ccc(N(C)C)cc2)cc1,PubChem_filtered,279.34,279.34,3.41,2.0,2,4.0,4,4.0,4,0,4,48.62,2,21
MOL_003729,CCOC(=O)Nc1cc(NCC(=O)CN(C)c2ccc(C(=O)OC)cc2)c([N+](=O)[O-])c(N)n1,PubChem_filtered,460.45,460.45,2.04,2.0,2,13.0,13,10.0,10,3,11,179.02,2,33
MOL_003730,CC1=C(C#N)C2(C(=O)Nc3ccccc32)C(C#N)=C(C)N1c1ccccc1,PubChem_filtered,352.4,352.4,3.99,2.0,2,5.0,5,1.0,1,1,4,79.92,4,27
MOL_003731,CC1=C(C#N)C2(C(=O)N(C)c3ccccc32)C(C#N)=C(C)N1c1ccccc1,PubChem_filtered,366.42,366.42,4.02,2.0,2,5.0,5,1.0,1,0,4,71.13,4,28
MOL_003732,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1S(=O)(=O)N(C)C,PubChem_filtered,436.49,436.49,3.47,3.0,3,8.0,8,4.0,4,2,6,103.78,4,31
MOL_003733,CCCCS(=O)(=O)c1cc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)ccc1C,PubChem_filtered,449.53,449.53,4.79,3.0,3,7.0,7,6.0,6,2,6,100.54,4,32
MOL_003734,Cc1ccc2ccccc2c1Nc1ccc(Nc2c(C)ccc3ccccc23)c2c1C(=O)c1ccccc1C2=O,PubChem_filtered,518.62,518.62,8.87,6.0,6,4.0,4,4.0,4,2,4,58.2,7,40
MOL_003735,CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2cccnc2)c1,PubChem_filtered,337.39,337.39,1.52,2.0,2,8.0,8,3.0,3,3,7,121.99,3,25
MOL_003736,N#CCCN(CCC#N)S(=O)(=O)c1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,PubChem_filtered,500.54,500.54,3.73,3.0,3,10.0,10,8.0,8,2,8,151.36,4,36
MOL_003737,N#CCCN(CCC#N)S(=O)(=O)c1ccc(Nc2ccc(O)c3c2C(=O)c2c(O)ccc(Nc4ccc(S(=O)(=O)N(CCC#N)CCC#N)cc4)c2C3=O)cc1,PubChem_filtered,792.86,792.86,5.0,4.0,4,18.0,18,16.0,16,4,14,268.58,5,56
MOL_003738,O=C1c2ccccc2C(=O)c2c(NC3CCCCC3)ccc(Nc3ccc(S(=O)(=O)O)cc3)c21,PubChem_filtered,476.55,476.55,5.2,3.0,3,8.0,8,5.0,5,3,6,112.57,5,34
MOL_003739,CCN(CCCNc1cc2c(c(N)c1S(=O)(=O)O)C(=O)c1ccccc1C2=O)c1ccccc1,PubChem_filtered,479.56,479.56,3.62,3.0,3,9.0,9,8.0,8,3,7,129.8,4,34
MOL_003740,O=C1c2c(O)ccc(N3CCOCC3)c2C(=O)c2c(N3CCOCC3)ccc(O)c21,PubChem_filtered,410.43,410.43,1.55,2.0,2,8.0,8,2.0,2,2,8,99.54,5,30
MOL_003741,COC(=O)c1ccc(N(C)CC2=Nc3c(N)nc(N)nc3NC2)cc1,PubChem_filtered,341.38,341.38,1.06,2.0,2,9.0,9,4.0,4,3,9,131.75,3,25
MOL_003742,COc1ccc(N2CCN(c3ccc(OC)cc3)C2c2ccccn2)cc1,PubChem_filtered,361.45,361.45,4.12,3.0,3,5.0,5,5.0,5,0,5,37.83,4,27
MOL_003743,O=C1c2cc3ccccc3c(-c3ccccn3)c2C(=O)N1c1ccccc1,PubChem_filtered,350.38,350.38,4.7,4.0,4,4.0,4,2.0,2,0,3,50.27,5,27
MOL_003744,CCOC(=O)C(CC(C)C)NC(=O)c1cc(SC#N)c(C)c2c1Nc1c(c(C)c3oc(=O)c(C)nc3c1C(=O)NC(CC(C)C)C(=O)OCC)O2,PubChem_filtered,721.83,721.83,5.95,3.0,3,15.0,15,13.0,13,3,13,198.95,4,51
MOL_003745,COc1ccc(NC(=O)Nc2c3ccccc3nc3ccccc23)cc1,PubChem_filtered,343.39,343.39,5.04,4.0,4,5.0,5,3.0,3,2,3,63.25,4,26
MOL_003746,CCCCOC(=O)Nc1c2ccccc2nc2ccccc12,PubChem_filtered,294.35,294.35,4.74,3.0,3,4.0,4,4.0,4,1,3,51.22,3,22
MOL_003747,CCOC(=O)Nc1c2ccccc2nc2ccccc12,PubChem_filtered,266.3,266.3,3.96,3.0,3,4.0,4,2.0,2,1,3,51.22,3,20
MOL_003748,COc1cccc2c(Cl)c3ccc(Cl)cc3nc12,PubChem_filtered,278.14,278.14,4.7,3.0,3,2.0,2,1.0,1,0,2,22.12,3,18
MOL_003749,COc1ccc(Cl)c2c(=O)c3ccccc3[nH]c12,PubChem_filtered,259.69,259.69,3.34,3.0,3,3.0,3,1.0,1,1,2,42.09,3,18
MOL_003750,CCN(CC)Cc1cc(Nc2c3ccc(Cl)cc3nc3c(OC)ccc(Cl)c23)ccc1O,PubChem_filtered,470.4,470.4,6.99,4.0,4,5.0,5,7.0,7,2,5,57.62,4,32
MOL_003751,COc1cc(N(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)c2ncccc2c1,PubChem_filtered,416.39,416.39,5.53,4.0,4,9.0,9,6.0,6,0,7,111.64,4,31
MOL_003752,COc1cc(N(C(C)=O)c2ccc(O)c(C(=O)O)c2)c2ncccc2c1,PubChem_filtered,352.35,352.35,3.33,3.0,3,7.0,7,4.0,4,2,5,99.96,3,26
MOL_003753,Oc1ccc(Nc2cccc3cccnc23)cc1,PubChem_filtered,236.27,236.27,3.68,3.0,3,3.0,3,2.0,2,2,3,45.15,3,18
MOL_003754,COc1cc(N(C(C)=O)c2ccc(C(=O)O)cc2)c2ncccc2c1,PubChem_filtered,336.35,336.35,3.63,3.0,3,6.0,6,4.0,4,1,4,79.73,3,25
MOL_003755,COc1cc(N(C(C)=O)c2ccc(O)cc2)c2ncccc2c1,PubChem_filtered,308.34,308.34,3.63,3.0,3,5.0,5,3.0,3,1,4,62.66,3,23
MOL_003756,COc1cc(Nc2ccc(O)c(CN3CCCCC3)c2)c2ncccc2c1,PubChem_filtered,363.46,363.46,4.68,3.0,3,5.0,5,5.0,5,2,5,57.62,4,27
MOL_003757,CCC(c1ccc(N(C)C)cc1)C(C#N)(CC)c1ccccc1,PubChem_filtered,306.45,306.45,5.12,2.0,2,2.0,2,6.0,6,0,2,27.03,2,23
MOL_003758,CCC(=C(C#N)c1ccc(OC)cc1)c1ccc(N(C)C)cc1,PubChem_filtered,306.41,306.41,4.61,2.0,2,3.0,3,5.0,5,0,3,36.26,2,23
MOL_003759,CCOC(=O)c1ccc(N2CN3CCCCC3C2c2c[nH]c(=O)[nH]c2=O)cc1,PubChem_filtered,384.44,384.44,1.61,2.0,2,8.0,8,4.0,4,2,6,98.5,4,28
MOL_003760,CCN(CC)c1ccc(-n2c(C)nc3cc(N)ccc3c2=O)c(C)c1,PubChem_filtered,336.44,336.44,3.43,3.0,3,5.0,5,4.0,4,1,4,64.15,3,25
MOL_003761,N#CC1C=C(Cl)c2ccc(Cl)cc2N1C(=O)c1ccccc1,PubChem_filtered,329.19,329.19,4.47,2.0,2,3.0,3,1.0,1,0,2,44.1,3,22
MOL_003762,COc1ccc(C(=O)N2c3ccccc3C=CC2C#N)cc1,PubChem_filtered,290.32,290.32,3.26,2.0,2,4.0,4,2.0,2,0,3,53.33,3,22
MOL_003763,N#CC1c2ccccc2C=CN1C(=O)c1ccc(N(CCCl)CCCl)cc1,PubChem_filtered,400.31,400.31,4.66,2.0,2,4.0,4,6.0,6,0,3,47.34,3,27
MOL_003764,Cc1c2ccnc(-c3ccc(F)cc3)c2cc2c1[nH]c1ccccc12,PubChem_filtered,326.37,326.37,5.98,5.0,5,2.0,2,1.0,1,1,1,28.68,5,25
MOL_003765,CCN(CC)c1ccc(N=Nc2c(C)nc(N)nc2-c2ccccc2)cc1,PubChem_filtered,360.47,360.47,5.3,3.0,3,6.0,6,6.0,6,1,6,79.76,3,27
MOL_003766,COC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1,PubChem_filtered,339.36,339.36,1.01,3.0,3,9.0,9,4.0,4,2,9,133.14,3,25
MOL_003767,COc1ccc(OC)c(Nc2cc(Br)c(N)c3c2C(=O)c2ccccc2C3=O)c1,PubChem_filtered,453.29,453.29,4.57,3.0,3,6.0,6,4.0,4,2,6,90.65,4,29
MOL_003768,Cc1ccc(Nc2ccc(Nc3c(Br)cc(C)cc3Br)c3c2C(=O)c2ccccc2C3=O)c(Br)c1,PubChem_filtered,655.18,655.18,8.85,4.0,4,4.0,4,4.0,4,2,4,58.2,5,35
MOL_003769,O=C1c2ccccc2C(=O)c2c(Nc3cccc(S(=O)(=O)N(CCO)CCO)c3)ccc(O)c21,PubChem_filtered,482.51,482.51,1.89,3.0,3,10.0,10,8.0,8,4,8,144.24,4,34
MOL_003770,COc1ccc(Cl)c2c(=O)c3ccc4c(c3[nH]c12)C(=O)c1ccccc1C4=O,PubChem_filtered,389.79,389.79,4.12,4.0,4,5.0,5,1.0,1,1,4,76.23,5,28
MOL_003771,COC(=O)c1ccc(N(C)CCc2cnc3nc(N)nc(N)c3n2)cc1,PubChem_filtered,353.39,353.39,1.05,3.0,3,9.0,9,5.0,5,2,9,133.14,3,26
MOL_003772,CC(=O)Nc1nc(NC(C)=O)c2nc(CCN(C)c3ccc(C(=O)O)cc3)cnc2n1,PubChem_filtered,423.43,423.43,1.71,3.0,3,11.0,11,7.0,7,3,8,150.3,3,31
MOL_003773,FC(F)(F)c1cccc(Nc2ccc3cnc4ccccc4c3c2)c1,PubChem_filtered,338.33,338.33,6.15,4.0,4,2.0,2,2.0,2,1,2,24.92,4,25
MOL_003774,CCOC(=O)Nc1cc(N)c2nc(CN(C)c3ccc(C(=O)OC)cc3)cnc2n1,PubChem_filtered,410.43,410.43,2.6,3.0,3,10.0,10,6.0,6,2,9,132.56,3,30
MOL_003775,CCOC(=O)Nc1cc(N)c2c(n1)NCC(CN(C)c1ccc(C(=O)OC)cc1)=N2,PubChem_filtered,412.45,412.45,2.65,2.0,2,10.0,10,6.0,6,3,9,131.17,3,30
MOL_003776,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1I,PubChem_filtered,580.34,580.34,0.87,3.0,3,13.0,13,9.0,9,5,10,210.54,3,34
MOL_003777,CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(F)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1F,PubChem_filtered,490.43,490.43,0.55,3.0,3,13.0,13,9.0,9,5,10,210.54,3,35
MOL_003778,Cc1cc(C(=O)O)cc(C)c1N(C)Cc1cnc2nc(N)nc(N)c2n1,PubChem_filtered,353.39,353.39,1.54,3.0,3,9.0,9,4.0,4,3,8,144.14,3,26
MOL_003779,N#CC1c2ccccc2-c2ccccc2N1C(=O)c1ccccc1,PubChem_filtered,310.36,310.36,4.58,3.0,3,3.0,3,1.0,1,0,2,44.1,4,24
MOL_003780,CN(C)c1ccc(-c2cc(C(=O)O)c3cc(I)ccc3n2)c(Cl)c1,PubChem_filtered,452.68,452.68,4.92,3.0,3,4.0,4,3.0,3,1,3,53.43,3,24
MOL_003781,CC(=O)Nc1cc2ncc(CN(C)c3ccc(C(=O)O)cc3)nc2c(NC(C)=O)n1,PubChem_filtered,408.42,408.42,2.28,3.0,3,10.0,10,6.0,6,3,7,137.41,3,30
MOL_003782,CCOC(=O)Nc1cc(N)c([N+](=O)[O-])c(NCC(CN(C)c2ccc(C(=O)OC)cc2)=NO)n1,PubChem_filtered,475.46,475.46,2.31,2.0,2,14.0,14,10.0,10,4,12,194.54,2,34
MOL_003783,O=c1c2ccccc2n2nnc3cccc1c32,PubChem_filtered,221.22,221.22,1.83,4.0,4,4.0,4,0.0,0,0,3,47.26,4,17
MOL_003784,Nc1nc2c(c(-c3ccccc3)n1)CN(c1ccc(Br)cc1)C2=O,PubChem_filtered,381.23,381.23,3.65,3.0,3,5.0,5,2.0,2,1,4,72.11,4,24
MOL_003785,COc1ccc(-c2nc(N)nc3c2CN(c2ccc(Br)cc2)C3=O)cc1,PubChem_filtered,411.26,411.26,3.66,3.0,3,6.0,6,3.0,3,1,5,81.34,4,26
MOL_003786,Nc1nc2c(c(-c3ccc(Cl)cc3)n1)CN(c1ccc(Br)cc1)C2=O,PubChem_filtered,415.68,415.68,4.3,3.0,3,5.0,5,2.0,2,1,4,72.11,4,25
MOL_003787,CCOC(=O)CCC(NC(=O)c1ccc(N(C)Cc2cnc3cc(NC(C)=O)nc(NC(C)=O)c3n2)cc1)C(=O)OCC,PubChem_filtered,593.64,593.64,2.58,3.0,3,14.0,14,13.0,13,3,11,181.81,3,43
MOL_003788,CCOc1cc(C(F)(F)F)nc2c3c(cc(OC)c12)CCCN3CC,PubChem_filtered,354.37,354.37,4.43,2.0,2,4.0,4,4.0,4,0,4,34.59,3,25
MOL_003789,CCOC(=O)CCC(NC(=O)c1ccc(N(C)Cc2cnc3nc(NC(C)=O)cc(NC(C)=O)c3n2)cc1)C(=O)OCC,PubChem_filtered,593.64,593.64,2.58,3.0,3,14.0,14,13.0,13,3,11,181.81,3,43
MOL_003790,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2cccc(C#N)c2)c(Cl)c1.CCS(=O)(=O)O,PubChem_filtered,492.99,492.99,2.87,2.0,2,11.0,11,5.0,5,3,9,167.39,3,33
MOL_003791,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2cccc(C#N)c2)c(Cl)c1,PubChem_filtered,382.86,382.86,2.98,2.0,2,7.0,7,4.0,4,2,7,113.02,3,27
MOL_003792,O=C(NN=Cc1ccc(N2CCC3(CCCCC3)CC2)cc1)c1cccnc1,PubChem_filtered,376.5,376.5,4.4,2.0,2,5.0,5,4.0,4,1,4,57.59,4,28
MOL_003793,O=C(NN=Cc1ccc(N2CCC3(CCCCC3)CC2)cc1Cl)c1cccnc1,PubChem_filtered,410.95,410.95,5.05,2.0,2,5.0,5,4.0,4,1,4,57.59,4,29
MOL_003794,O=C(NN=Cc1ccc(N2CCC3(CCCCC3)CC2)cc1Cl)c1ccncc1,PubChem_filtered,410.95,410.95,5.05,2.0,2,5.0,5,4.0,4,1,4,57.59,4,29
MOL_003795,Cc1cc(N2CCC3(CCCCC3)CC2)ccc1C=NNC(=O)c1ccncc1,PubChem_filtered,390.53,390.53,4.7,2.0,2,5.0,5,4.0,4,1,4,57.59,4,29
MOL_003796,C=CCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,PubChem_filtered,480.49,480.49,0.82,3.0,3,13.0,13,11.0,11,5,10,210.54,3,35
MOL_003797,CC(=O)N1C(=O)C2(c3ccccc31)c1cccc3c1C(=C1C(=O)OC(=O)C12)C(=O)N3C(C)=O.c1ccncc1,PubChem_filtered,521.49,521.49,2.31,3.0,3,10.0,10,0.0,0,0,8,131.02,7,39
MOL_003798,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(S(=O)(=O)Oc3cccc(C#N)c3)cc2)c(Cl)c1.CCS(=O)(=O)O,PubChem_filtered,649.15,649.15,3.64,3.0,3,15.0,15,8.0,8,3,12,210.76,4,43
MOL_003799,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(S(=O)(=O)Oc3cccc(C#N)c3)cc2)c(Cl)c1,PubChem_filtered,539.02,539.02,3.74,3.0,3,11.0,11,7.0,7,2,10,156.39,4,37
MOL_003800,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(S(=O)(=O)Oc3ccc(C#N)cc3)cc2)c(Cl)c1.CCS(=O)(=O)O,PubChem_filtered,649.15,649.15,3.64,3.0,3,15.0,15,8.0,8,3,12,210.76,4,43
MOL_003801,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(S(=O)(=O)Oc3ccc(C#N)cc3)cc2)c(Cl)c1,PubChem_filtered,539.02,539.02,3.74,3.0,3,11.0,11,7.0,7,2,10,156.39,4,37
MOL_003802,CN(Cc1cnc2nc(N)nc(N)c2n1)c1cccc(C(=O)NC(CCC(=O)O)C(=O)O)c1,PubChem_filtered,454.45,454.45,0.27,3.0,3,13.0,13,9.0,9,5,10,210.54,3,33
MOL_003803,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1C(F)(F)F,PubChem_filtered,522.44,522.44,1.29,3.0,3,13.0,13,9.0,9,5,10,210.54,3,37
MOL_003804,CN(Cc1cnc2nc(N)nc(N)c2n1)c1cc(Cl)c(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,PubChem_filtered,523.34,523.34,1.58,3.0,3,13.0,13,9.0,9,5,10,210.54,3,35
MOL_003805,CCOC(=O)Nc1cc2c(c(=O)[nH]1)N=C(CN(C)c1ccc(C(=O)OC)cc1)CN2,PubChem_filtered,413.43,413.43,2.36,2.0,2,10.0,10,6.0,6,3,8,125.12,3,30
MOL_003806,Cc1nc2nc(N)nc(N)c2nc1CN(C)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,PubChem_filtered,468.47,468.47,0.58,3.0,3,13.0,13,9.0,9,5,10,210.54,3,34
MOL_003807,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1[N+](=O)[O-],PubChem_filtered,499.44,499.44,0.18,3.0,3,16.0,16,10.0,10,5,12,253.68,3,36
MOL_003808,CN(Cc1cnc2nc(N)nc(N)c2n1)c1cc(Cl)c(C(=O)NC(CCC(=O)O)C(=O)O)c(Cl)c1,PubChem_filtered,523.34,523.34,1.58,3.0,3,13.0,13,9.0,9,5,10,210.54,3,35
MOL_003809,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(S(=O)(=O)Oc3ccccc3C#N)cc2)c(Cl)c1.CCS(=O)(=O)O,PubChem_filtered,649.15,649.15,3.64,3.0,3,15.0,15,8.0,8,3,12,210.76,4,43
MOL_003810,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(S(=O)(=O)Oc3ccccc3C#N)cc2)c(Cl)c1,PubChem_filtered,539.02,539.02,3.74,3.0,3,11.0,11,7.0,7,2,10,156.39,4,37
MOL_003811,CC1(C)N=C(N)N=C(N)N1c1cccc(CNC(=O)Nc2cccc(C#N)c2)c1.CCS(=O)(=O)O,PubChem_filtered,500.59,500.59,1.96,2.0,2,13.0,13,5.0,5,5,9,199.29,3,35
MOL_003812,CC1(C)N=C(N)N=C(N)N1c1cccc(CNC(=O)Nc2cccc(C#N)c2)c1,PubChem_filtered,390.45,390.45,2.07,2.0,2,9.0,9,4.0,4,4,7,144.92,3,29
MOL_003813,COc1cc(NS(C)(=O)=O)ccc1Nc1c2cccc(C)c2nc2c(C)cccc12.CS(=O)(=O)O,PubChem_filtered,517.63,517.63,4.63,4.0,4,11.0,11,5.0,5,3,7,134.69,4,35
MOL_003814,COc1cc(NS(C)(=O)=O)ccc1Nc1c2cccc(C)c2nc2c(C)cccc12,PubChem_filtered,421.52,421.52,5.13,4.0,4,7.0,7,5.0,5,2,5,80.32,4,30
MOL_003815,CN(C)c1ccc(C=Cc2ccncc2)cc1,PubChem_filtered,224.31,224.31,3.32,2.0,2,2.0,2,3.0,3,0,2,16.13,2,17
MOL_003816,NNC(=O)c1c2ccccc2nc2ccccc12,PubChem_filtered,237.26,237.26,1.99,3.0,3,4.0,4,1.0,1,2,3,68.01,3,18
MOL_003817,CN(C)CCCc1c2ccccc2nc2ccc(Cl)cc12.O=P(O)(O)O,PubChem_filtered,396.81,396.81,3.61,3.0,3,6.0,6,4.0,4,3,3,93.89,3,26
MOL_003818,CN(C)CCCc1c2ccccc2nc2ccc(Cl)cc12,PubChem_filtered,298.82,298.82,4.54,3.0,3,2.0,2,4.0,4,0,2,16.13,3,21
MOL_003819,CC1CN(c2ccncc2[N+](=O)[O-])CCN1c1ccc(Cl)cc1,PubChem_filtered,332.79,332.79,3.36,2.0,2,6.0,6,3.0,3,0,5,62.51,3,23
MOL_003820,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)c(Cl)c1Cl,PubChem_filtered,523.34,523.34,1.58,3.0,3,13.0,13,9.0,9,5,10,210.54,3,35
MOL_003821,Cc1cc(C(=O)C(C#N)=Nc2ccc(N(C)C)cc2)c(CN2C(=O)c3ccccc3C2=O)c(=O)n1C,PubChem_filtered,481.51,481.51,3.03,3.0,3,9.0,9,6.0,6,0,7,115.84,4,36
